DATE,HOUR,STATION,SO2,NOX,NO2,CO,O3,FSP
9/2/2024,22,SHATIN,4,20,17,N.A.,39,19
9/2/2024,23,SHATIN,5,18,16,N.A.,44,24
9/2/2024,24,SHATIN,4,13,13,N.A.,51,29
10/2/2024,1,SHATIN,4,16,15,N.A.,46,30
10/2/2024,2,SHATIN,4,13,13,N.A.,46,23
10/2/2024,3,SHATIN,5,7,7,N.A.,50,28
10/2/2024,4,SHATIN,5,7,7,N.A.,50,23
10/2/2024,5,SHATIN,5,7,7,N.A.,53,28
10/2/2024,6,SHATIN,4,8,8,N.A.,55,30
10/2/2024,7,SHATIN,4,15,15,N.A.,51,30
10/2/2024,8,SHATIN,5,21,20,N.A.,48,31
10/2/2024,9,SHATIN,5,21,19,N.A.,51,32
10/2/2024,10,SHATIN,6,18,16,N.A.,56,36
10/2/2024,11,SHATIN,6,18,16,N.A.,58,36
10/2/2024,12,SHATIN,6,15,14,N.A.,62,35
10/2/2024,13,SHATIN,6,15,13,N.A.,68,36
10/2/2024,14,SHATIN,5,9,8,N.A.,76,31
10/2/2024,15,SHATIN,5,9,7,N.A.,82,20
10/2/2024,16,SHATIN,5,9,8,N.A.,90,21
10/2/2024,17,SHATIN,5,10,9,N.A.,86,22
10/2/2024,18,SHATIN,5,26,24,N.A.,64,23
10/2/2024,19,SHATIN,4,50,45,N.A.,30,25
10/2/2024,20,SHATIN,4,78,63,N.A.,7,28
10/2/2024,21,SHATIN,4,76,60,N.A.,6,32
10/2/2024,22,SHATIN,4,76,55,N.A.,5,33
10/2/2024,23,SHATIN,4,81,53,N.A.,5,28
10/2/2024,24,SHATIN,4,82,51,N.A.,4,28
11/2/2024,1,SHATIN,4,76,47,N.A.,4,26
11/2/2024,2,SHATIN,4,57,43,N.A.,5,28
11/2/2024,3,SHATIN,4,46,39,N.A.,7,26
11/2/2024,4,SHATIN,N.A.,N.A.,N.A.,N.A.,N.A.,26
11/2/2024,5,SHATIN,4,38,35,N.A.,9,26
11/2/2024,6,SHATIN,4,43,36,N.A.,7,24
11/2/2024,7,SHATIN,4,61,41,N.A.,5,27
11/2/2024,8,SHATIN,5,83,42,N.A.,7,29
11/2/2024,9,SHATIN,5,121,45,N.A.,9,32
11/2/2024,10,SHATIN,6,108,53,N.A.,17,43
11/2/2024,11,SHATIN,6,31,23,N.A.,71,34
11/2/2024,12,SHATIN,5,17,14,N.A.,95,25
11/2/2024,13,SHATIN,5,15,13,N.A.,98,18
11/2/2024,14,SHATIN,5,12,10,N.A.,101,14
11/2/2024,15,SHATIN,5,13,11,N.A.,107,11
11/2/2024,16,SHATIN,5,8,6,N.A.,110,10
11/2/2024,17,SHATIN,5,9,7,N.A.,110,14
11/2/2024,18,SHATIN,5,14,12,N.A.,105,18
11/2/2024,19,SHATIN,5,12,10,N.A.,111,21
11/2/2024,20,SHATIN,5,62,58,N.A.,45,22
11/2/2024,21,SHATIN,4,69,65,N.A.,31,28
11/2/2024,22,SHATIN,4,87,77,N.A.,13,27
11/2/2024,23,SHATIN,4,87,75,N.A.,14,24
11/2/2024,24,SHATIN,4,99,80,N.A.,11,33
12/2/2024,1,SHATIN,4,97,78,N.A.,11,43
12/2/2024,2,SHATIN,4,84,69,N.A.,8,36
12/2/2024,3,SHATIN,4,64,58,N.A.,16,22
12/2/2024,4,SHATIN,4,40,38,N.A.,36,18
12/2/2024,5,SHATIN,4,34,32,N.A.,48,19
12/2/2024,6,SHATIN,4,18,18,N.A.,81,22
12/2/2024,7,SHATIN,5,31,30,N.A.,68,17
12/2/2024,8,SHATIN,5,40,36,N.A.,64,20
12/2/2024,9,SHATIN,5,11,10,N.A.,95,18
12/2/2024,10,SHATIN,5,10,8,N.A.,100,15
12/2/2024,11,SHATIN,5,8,6,N.A.,106,17
12/2/2024,12,SHATIN,5,7,5,N.A.,111,14
12/2/2024,13,SHATIN,5,11,9,N.A.,111,14
12/2/2024,14,SHATIN,5,7,6,N.A.,116,13
12/2/2024,15,SHATIN,4,6,5,N.A.,118,14
12/2/2024,16,SHATIN,4,6,6,N.A.,119,14
12/2/2024,17,SHATIN,4,7,6,N.A.,120,15
12/2/2024,18,SHATIN,4,9,9,N.A.,120,14
12/2/2024,19,SHATIN,5,10,9,N.A.,127,14
12/2/2024,20,SHATIN,5,39,37,N.A.,82,15
12/2/2024,21,SHATIN,4,80,74,N.A.,33,25
12/2/2024,22,SHATIN,4,70,64,N.A.,38,23
12/2/2024,23,SHATIN,4,91,79,N.A.,17,23
12/2/2024,24,SHATIN,4,36,34,N.A.,82,16
13/2/2024,1,SHATIN,4,26,24,N.A.,86,15
13/2/2024,2,SHATIN,4,43,41,N.A.,61,18
13/2/2024,3,SHATIN,4,14,13,N.A.,97,16
13/2/2024,4,SHATIN,N.A.,N.A.,N.A.,N.A.,N.A.,16
13/2/2024,5,SHATIN,5,23,22,N.A.,76,17
13/2/2024,6,SHATIN,4,41,37,N.A.,51,16
13/2/2024,7,SHATIN,4,59,50,N.A.,34,16
13/2/2024,8,SHATIN,4,104,70,N.A.,10,23
13/2/2024,9,SHATIN,5,54,42,N.A.,55,25
13/2/2024,10,SHATIN,5,20,18,N.A.,94,21
13/2/2024,11,SHATIN,5,13,13,N.A.,107,18
13/2/2024,12,SHATIN,5,14,13,N.A.,112,18
13/2/2024,13,SHATIN,5,11,11,N.A.,118,20
13/2/2024,14,SHATIN,5,12,11,N.A.,117,18
13/2/2024,15,SHATIN,4,6,6,N.A.,123,17
13/2/2024,16,SHATIN,4,5,5,N.A.,120,14
13/2/2024,17,SHATIN,4,N.A.,N.A.,N.A.,116,14
13/2/2024,18,SHATIN,4,6,6,N.A.,117,15
13/2/2024,19,SHATIN,4,N.A.,N.A.,N.A.,119,17
13/2/2024,20,SHATIN,4,6,6,N.A.,120,17
13/2/2024,21,SHATIN,4,10,10,N.A.,123,18
13/2/2024,22,SHATIN,4,35,34,N.A.,85,18
13/2/2024,23,SHATIN,4,48,47,N.A.,60,18
13/2/2024,24,SHATIN,4,49,48,N.A.,55,22
14/2/2024,1,SHATIN,4,16,16,N.A.,N.A.,18
14/2/2024,2,SHATIN,4,6,6,N.A.,108,19
14/2/2024,3,SHATIN,4,8,8,N.A.,103,16
14/2/2024,4,SHATIN,4,15,15,N.A.,76,19
14/2/2024,5,SHATIN,4,28,28,N.A.,41,20
14/2/2024,6,SHATIN,4,36,34,N.A.,23,19
14/2/2024,7,SHATIN,4,51,41,N.A.,12,21
14/2/2024,8,SHATIN,5,95,47,N.A.,7,22
14/2/2024,9,SHATIN,6,121,54,N.A.,12,26
14/2/2024,10,SHATIN,6,63,46,N.A.,51,26
14/2/2024,11,SHATIN,5,23,20,N.A.,88,20
14/2/2024,12,SHATIN,5,14,12,N.A.,99,15
14/2/2024,13,SHATIN,5,10,9,N.A.,104,11
14/2/2024,14,SHATIN,4,6,6,N.A.,105,12
14/2/2024,15,SHATIN,4,6,5,N.A.,100,10
14/2/2024,16,SHATIN,4,8,6,N.A.,96,10
14/2/2024,17,SHATIN,4,7,7,N.A.,95,10
14/2/2024,18,SHATIN,4,10,10,N.A.,92,10
14/2/2024,19,SHATIN,4,11,11,N.A.,90,10
14/2/2024,20,SHATIN,4,34,33,N.A.,58,13
14/2/2024,21,SHATIN,4,42,41,N.A.,37,15
14/2/2024,22,SHATIN,4,59,54,N.A.,19,17
14/2/2024,23,SHATIN,4,58,54,N.A.,16,14
14/2/2024,24,SHATIN,4,60,54,N.A.,11,16
15/2/2024,1,SHATIN,4,38,37,N.A.,29,17
15/2/2024,2,SHATIN,4,41,40,N.A.,29,16
15/2/2024,3,SHATIN,5,42,40,N.A.,26,20
15/2/2024,4,SHATIN,N.A.,N.A.,N.A.,N.A.,N.A.,19
15/2/2024,5,SHATIN,N.A.,N.A.,N.A.,N.A.,N.A.,18
15/2/2024,6,SHATIN,6,44,39,N.A.,19,18
15/2/2024,7,SHATIN,5,55,47,N.A.,14,18
15/2/2024,8,SHATIN,5,64,49,N.A.,15,19
15/2/2024,9,SHATIN,6,43,34,N.A.,40,20
15/2/2024,10,SHATIN,5,45,35,N.A.,54,19
15/2/2024,11,SHATIN,4,29,23,N.A.,72,14
15/2/2024,12,SHATIN,4,10,8,N.A.,90,11
15/2/2024,13,SHATIN,6,48,36,N.A.,66,9
15/2/2024,14,SHATIN,6,43,35,N.A.,75,13
15/2/2024,15,SHATIN,6,44,36,N.A.,81,13
15/2/2024,16,SHATIN,6,43,37,N.A.,78,13
15/2/2024,17,SHATIN,7,52,45,N.A.,66,14
15/2/2024,18,SHATIN,7,60,55,N.A.,56,12
15/2/2024,19,SHATIN,8,97,84,N.A.,18,13
15/2/2024,20,SHATIN,8,113,89,N.A.,7,11
15/2/2024,21,SHATIN,6,100,79,N.A.,5,15
15/2/2024,22,SHATIN,5,105,79,N.A.,5,15
15/2/2024,23,SHATIN,5,106,79,N.A.,5,15
15/2/2024,24,SHATIN,5,100,78,N.A.,5,18
16/2/2024,1,SHATIN,5,88,73,N.A.,6,16
16/2/2024,2,SHATIN,4,65,61,N.A.,11,19
16/2/2024,3,SHATIN,4,49,47,N.A.,18,17
16/2/2024,4,SHATIN,4,40,39,N.A.,22,20
16/2/2024,5,SHATIN,4,41,39,N.A.,17,19
16/2/2024,6,SHATIN,4,53,47,N.A.,8,21
16/2/2024,7,SHATIN,5,106,53,N.A.,4,23
16/2/2024,8,SHATIN,4,46,36,N.A.,33,22
16/2/2024,9,SHATIN,5,49,36,N.A.,38,16
16/2/2024,10,SHATIN,5,21,17,N.A.,64,12
16/2/2024,11,SHATIN,4,20,16,N.A.,68,11
16/2/2024,12,SHATIN,4,10,8,N.A.,75,13
16/2/2024,13,SHATIN,4,9,8,N.A.,84,18
16/2/2024,14,SHATIN,4,7,6,N.A.,92,18
16/2/2024,15,SHATIN,4,7,6,N.A.,96,17
16/2/2024,16,SHATIN,4,8,7,N.A.,97,14
16/2/2024,17,SHATIN,4,8,8,N.A.,96,14
16/2/2024,18,SHATIN,4,6,6,N.A.,97,10
16/2/2024,19,SHATIN,4,10,10,N.A.,94,9
16/2/2024,20,SHATIN,4,8,8,N.A.,96,10
16/2/2024,21,SHATIN,4,9,8,N.A.,94,10
16/2/2024,22,SHATIN,4,11,10,N.A.,89,11
16/2/2024,23,SHATIN,4,11,11,N.A.,87,10
16/2/2024,24,SHATIN,4,10,10,N.A.,86,10
17/2/2024,1,SHATIN,4,8,8,N.A.,86,7
17/2/2024,2,SHATIN,4,5,5,N.A.,89,8
17/2/2024,3,SHATIN,4,4,4,N.A.,91,10
17/2/2024,4,SHATIN,N.A.,N.A.,N.A.,N.A.,N.A.,8
17/2/2024,5,SHATIN,4,3,3,N.A.,91,9
17/2/2024,6,SHATIN,4,3,3,N.A.,90,7
17/2/2024,7,SHATIN,4,6,6,N.A.,86,7
17/2/2024,8,SHATIN,4,7,7,N.A.,86,9
17/2/2024,9,SHATIN,4,7,7,N.A.,87,8
17/2/2024,10,SHATIN,4,10,9,N.A.,87,8
17/2/2024,11,SHATIN,4,14,12,N.A.,85,8
17/2/2024,12,SHATIN,4,11,9,N.A.,91,9
17/2/2024,13,SHATIN,4,7,7,N.A.,97,10
17/2/2024,14,SHATIN,4,9,8,N.A.,101,12
17/2/2024,15,SHATIN,4,7,7,N.A.,105,11
17/2/2024,16,SHATIN,4,6,6,N.A.,106,10
17/2/2024,17,SHATIN,4,7,7,N.A.,105,10
17/2/2024,18,SHATIN,4,10,10,N.A.,95,8
17/2/2024,19,SHATIN,4,8,8,N.A.,100,8
17/2/2024,20,SHATIN,4,10,10,N.A.,97,11
17/2/2024,21,SHATIN,4,11,11,N.A.,95,15
17/2/2024,22,SHATIN,5,18,18,N.A.,83,13
17/2/2024,23,SHATIN,4,17,17,N.A.,79,10
17/2/2024,24,SHATIN,4,12,12,N.A.,88,10
18/2/2024,1,SHATIN,4,11,11,N.A.,86,9
18/2/2024,2,SHATIN,4,N.A.,N.A.,N.A.,77,11
18/2/2024,3,SHATIN,5,17,16,N.A.,74,10
18/2/2024,4,SHATIN,6,N.A.,N.A.,N.A.,76,10
18/2/2024,5,SHATIN,6,12,12,N.A.,73,10
18/2/2024,6,SHATIN,5,12,12,N.A.,70,11
18/2/2024,7,SHATIN,4,19,19,N.A.,60,12
18/2/2024,8,SHATIN,4,25,24,N.A.,52,9
18/2/2024,9,SHATIN,4,17,16,N.A.,63,11
18/2/2024,10,SHATIN,4,16,14,N.A.,65,12
18/2/2024,11,SHATIN,4,17,15,N.A.,66,12
18/2/2024,12,SHATIN,4,12,11,N.A.,80,12
18/2/2024,13,SHATIN,4,9,8,N.A.,87,11
18/2/2024,14,SHATIN,4,8,8,N.A.,87,9
18/2/2024,15,SHATIN,4,8,8,N.A.,84,10
18/2/2024,16,SHATIN,4,10,10,N.A.,86,11
18/2/2024,17,SHATIN,4,11,10,N.A.,90,11
18/2/2024,18,SHATIN,4,10,10,N.A.,92,11
18/2/2024,19,SHATIN,4,15,15,N.A.,84,12
18/2/2024,20,SHATIN,4,14,14,N.A.,82,13
18/2/2024,21,SHATIN,4,16,16,N.A.,75,11
18/2/2024,22,SHATIN,4,21,21,N.A.,67,14
18/2/2024,23,SHATIN,4,41,39,N.A.,37,13
18/2/2024,24,SHATIN,4,43,41,N.A.,29,13
19/2/2024,1,SHATIN,5,38,35,N.A.,28,15
19/2/2024,2,SHATIN,4,32,32,N.A.,25,9
19/2/2024,3,SHATIN,5,31,31,N.A.,29,12
19/2/2024,4,SHATIN,N.A.,N.A.,N.A.,N.A.,N.A.,13
19/2/2024,5,SHATIN,5,29,28,N.A.,19,13
19/2/2024,6,SHATIN,5,44,31,N.A.,4,15
19/2/2024,7,SHATIN,5,93,34,N.A.,4,14
19/2/2024,8,SHATIN,5,99,43,N.A.,7,11
19/2/2024,9,SHATIN,4,49,36,N.A.,21,7
19/2/2024,10,SHATIN,4,39,32,N.A.,24,10
19/2/2024,11,SHATIN,4,41,32,N.A.,26,9
19/2/2024,12,SHATIN,5,45,34,N.A.,27,11
19/2/2024,13,SHATIN,5,33,26,N.A.,36,13
19/2/2024,14,SHATIN,6,30,22,N.A.,44,16
19/2/2024,15,SHATIN,5,41,31,N.A.,36,16
19/2/2024,16,SHATIN,5,41,32,N.A.,36,14
19/2/2024,17,SHATIN,5,36,31,N.A.,34,14
19/2/2024,18,SHATIN,4,28,26,N.A.,39,13
19/2/2024,19,SHATIN,4,28,27,N.A.,38,10
19/2/2024,20,SHATIN,4,23,23,N.A.,45,12
19/2/2024,21,SHATIN,4,19,19,N.A.,49,10
19/2/2024,22,SHATIN,4,13,13,N.A.,52,12
19/2/2024,23,SHATIN,4,13,13,N.A.,51,10
19/2/2024,24,SHATIN,4,10,10,N.A.,52,9
20/2/2024,1,SHATIN,4,7,7,N.A.,54,6
20/2/2024,2,SHATIN,4,6,6,N.A.,54,8
20/2/2024,3,SHATIN,4,5,5,N.A.,55,7
20/2/2024,4,SHATIN,4,5,5,N.A.,56,8
20/2/2024,5,SHATIN,4,7,7,N.A.,52,6
20/2/2024,6,SHATIN,4,7,7,N.A.,51,8
20/2/2024,7,SHATIN,4,14,14,N.A.,45,8
20/2/2024,8,SHATIN,4,20,19,N.A.,41,7
20/2/2024,9,SHATIN,4,24,22,N.A.,39,7
20/2/2024,10,SHATIN,4,30,23,N.A.,40,7
20/2/2024,11,SHATIN,4,26,19,N.A.,45,6
20/2/2024,12,SHATIN,4,21,16,N.A.,56,8
20/2/2024,13,SHATIN,4,14,12,N.A.,61,8
20/2/2024,14,SHATIN,4,16,14,N.A.,61,7
20/2/2024,15,SHATIN,4,19,16,N.A.,60,7
20/2/2024,16,SHATIN,4,20,18,N.A.,55,9
20/2/2024,17,SHATIN,4,23,22,N.A.,51,10
20/2/2024,18,SHATIN,4,24,23,N.A.,48,10
20/2/2024,19,SHATIN,4,26,26,N.A.,42,9
20/2/2024,20,SHATIN,4,26,25,N.A.,39,7
20/2/2024,21,SHATIN,4,15,15,N.A.,48,8
20/2/2024,22,SHATIN,4,14,14,N.A.,48,10
20/2/2024,23,SHATIN,4,17,17,N.A.,44,10
20/2/2024,24,SHATIN,4,15,15,N.A.,46,13
21/2/2024,1,SHATIN,6,N.A.,N.A.,N.A.,N.A.,18
21/2/2024,2,SHATIN,7,N.A.,N.A.,N.A.,67,23
21/2/2024,3,SHATIN,5,N.A.,N.A.,N.A.,63,16
21/2/2024,4,SHATIN,N.A.,N.A.,N.A.,N.A.,N.A.,16
21/2/2024,5,SHATIN,5,39,36,N.A.,29,18
21/2/2024,6,SHATIN,5,39,35,N.A.,21,15
21/2/2024,7,SHATIN,5,91,49,N.A.,4,14
21/2/2024,8,SHATIN,6,139,51,N.A.,6,13
21/2/2024,9,SHATIN,5,62,38,N.A.,30,14
21/2/2024,10,SHATIN,4,29,22,N.A.,48,9
21/2/2024,11,SHATIN,5,24,18,N.A.,53,9
21/2/2024,12,SHATIN,5,27,20,N.A.,56,7
21/2/2024,13,SHATIN,5,19,15,N.A.,70,12
21/2/2024,14,SHATIN,5,20,17,N.A.,70,6
21/2/2024,15,SHATIN,5,19,15,N.A.,68,9
21/2/2024,16,SHATIN,4,26,21,N.A.,60,9
21/2/2024,17,SHATIN,4,27,23,N.A.,55,7
21/2/2024,18,SHATIN,4,24,22,N.A.,54,6
21/2/2024,19,SHATIN,4,18,18,N.A.,57,7
21/2/2024,20,SHATIN,4,15,15,N.A.,58,8
21/2/2024,21,SHATIN,4,12,12,N.A.,57,9
21/2/2024,22,SHATIN,4,13,13,N.A.,54,8
21/2/2024,23,SHATIN,4,17,17,N.A.,48,9
21/2/2024,24,SHATIN,4,N.A.,N.A.,N.A.,49,6
22/2/2024,1,SHATIN,4,13,13,N.A.,49,8
22/2/2024,2,SHATIN,4,N.A.,N.A.,N.A.,40,6
22/2/2024,3,SHATIN,4,19,19,N.A.,34,8
22/2/2024,4,SHATIN,6,18,18,N.A.,31,7
22/2/2024,5,SHATIN,6,15,15,N.A.,30,7
22/2/2024,6,SHATIN,5,27,26,N.A.,14,8
22/2/2024,7,SHATIN,7,30,26,N.A.,15,8
22/2/2024,8,SHATIN,5,82,35,N.A.,5,9
22/2/2024,9,SHATIN,5,60,37,N.A.,12,12
22/2/2024,10,SHATIN,5,47,32,N.A.,17,13
22/2/2024,11,SHATIN,N.A.,N.A.,N.A.,N.A.,N.A.,13
22/2/2024,12,SHATIN,N.A.,N.A.,N.A.,N.A.,N.A.,15
22/2/2024,13,SHATIN,5,18,13,N.A.,47,15
22/2/2024,14,SHATIN,5,14,10,N.A.,56,27
22/2/2024,15,SHATIN,4,13,8,N.A.,65,N.A.
22/2/2024,16,SHATIN,4,13,9,N.A.,67,N.A.
22/2/2024,17,SHATIN,4,14,11,N.A.,63,13
22/2/2024,18,SHATIN,4,11,8,N.A.,69,13
22/2/2024,19,SHATIN,4,11,10,N.A.,64,12
22/2/2024,20,SHATIN,4,10,10,N.A.,63,13
22/2/2024,21,SHATIN,4,10,10,N.A.,62,13
22/2/2024,22,SHATIN,4,12,12,N.A.,53,11
22/2/2024,23,SHATIN,4,27,25,N.A.,31,12
22/2/2024,24,SHATIN,4,40,35,N.A.,14,17
23/2/2024,1,SHATIN,5,37,34,N.A.,21,16
23/2/2024,2,SHATIN,4,13,12,N.A.,46,14
23/2/2024,3,SHATIN,4,6,4,N.A.,52,13
23/2/2024,4,SHATIN,N.A.,N.A.,N.A.,N.A.,N.A.,12
23/2/2024,5,SHATIN,4,5,3,N.A.,56,10
23/2/2024,6,SHATIN,4,6,5,N.A.,52,7
23/2/2024,7,SHATIN,4,11,9,N.A.,45,5
23/2/2024,8,SHATIN,4,38,26,N.A.,15,7
23/2/2024,9,SHATIN,4,36,26,N.A.,16,10
23/2/2024,10,SHATIN,4,41,26,N.A.,14,10
23/2/2024,11,SHATIN,4,42,26,N.A.,17,12
23/2/2024,12,SHATIN,4,31,20,N.A.,25,14
23/2/2024,13,SHATIN,4,29,20,N.A.,28,12
23/2/2024,14,SHATIN,4,28,20,N.A.,34,13
23/2/2024,15,SHATIN,4,33,25,N.A.,33,15
23/2/2024,16,SHATIN,4,39,30,N.A.,29,17
23/2/2024,17,SHATIN,4,50,36,N.A.,25,19
23/2/2024,18,SHATIN,5,34,30,N.A.,31,19
23/2/2024,19,SHATIN,4,36,32,N.A.,31,17
23/2/2024,20,SHATIN,4,30,27,N.A.,37,20
23/2/2024,21,SHATIN,4,35,31,N.A.,31,22
23/2/2024,22,SHATIN,4,31,28,N.A.,35,21
23/2/2024,23,SHATIN,4,31,27,N.A.,34,16
23/2/2024,24,SHATIN,4,23,21,N.A.,38,18
24/2/2024,1,SHATIN,4,20,18,N.A.,39,16
24/2/2024,2,SHATIN,4,18,16,N.A.,37,13
24/2/2024,3,SHATIN,4,14,12,N.A.,36,14
24/2/2024,4,SHATIN,4,10,8,N.A.,37,14
24/2/2024,5,SHATIN,4,10,8,N.A.,35,13
24/2/2024,6,SHATIN,4,13,11,N.A.,33,14
24/2/2024,7,SHATIN,4,13,11,N.A.,32,13
24/2/2024,8,SHATIN,4,18,14,N.A.,26,13
24/2/2024,9,SHATIN,4,26,18,N.A.,21,11
24/2/2024,10,SHATIN,4,30,19,N.A.,21,10
24/2/2024,11,SHATIN,4,30,17,N.A.,30,10
24/2/2024,12,SHATIN,4,24,14,N.A.,39,11
24/2/2024,13,SHATIN,4,23,14,N.A.,46,11
24/2/2024,14,SHATIN,5,30,20,N.A.,49,13
24/2/2024,15,SHATIN,5,36,25,N.A.,42,14
24/2/2024,16,SHATIN,5,38,29,N.A.,45,18
24/2/2024,17,SHATIN,5,37,30,N.A.,47,18
24/2/2024,18,SHATIN,5,42,35,N.A.,41,19
24/2/2024,19,SHATIN,5,40,36,N.A.,32,19
24/2/2024,20,SHATIN,5,41,36,N.A.,24,20
24/2/2024,21,SHATIN,4,36,32,N.A.,21,21
24/2/2024,22,SHATIN,4,32,28,N.A.,24,19
24/2/2024,23,SHATIN,4,28,24,N.A.,26,19
24/2/2024,24,SHATIN,4,18,16,N.A.,34,18
25/2/2024,1,SHATIN,4,16,14,N.A.,33,16
25/2/2024,2,SHATIN,4,16,14,N.A.,30,20
25/2/2024,3,SHATIN,4,14,12,N.A.,29,18
25/2/2024,4,SHATIN,N.A.,N.A.,N.A.,N.A.,N.A.,16
25/2/2024,5,SHATIN,4,11,9,N.A.,27,8
25/2/2024,6,SHATIN,4,10,8,N.A.,27,12
25/2/2024,7,SHATIN,4,11,9,N.A.,28,13
25/2/2024,8,SHATIN,4,16,12,N.A.,24,12
25/2/2024,9,SHATIN,4,20,14,N.A.,23,11
25/2/2024,10,SHATIN,4,22,14,N.A.,26,8
25/2/2024,11,SHATIN,4,23,13,N.A.,29,8
25/2/2024,12,SHATIN,4,22,13,N.A.,31,10
25/2/2024,13,SHATIN,4,26,15,N.A.,33,11
25/2/2024,14,SHATIN,4,24,15,N.A.,44,12
25/2/2024,15,SHATIN,4,23,15,N.A.,59,16
25/2/2024,16,SHATIN,5,22,16,N.A.,72,17
25/2/2024,17,SHATIN,5,20,16,N.A.,71,16
25/2/2024,18,SHATIN,5,22,18,N.A.,64,15
25/2/2024,19,SHATIN,4,26,23,N.A.,55,16
25/2/2024,20,SHATIN,5,30,28,N.A.,43,15
25/2/2024,21,SHATIN,5,34,31,N.A.,34,15
25/2/2024,22,SHATIN,5,35,31,N.A.,31,15
25/2/2024,23,SHATIN,5,35,32,N.A.,26,14
25/2/2024,24,SHATIN,5,34,31,N.A.,22,12
26/2/2024,1,SHATIN,6,33,30,N.A.,19,11
26/2/2024,2,SHATIN,4,24,22,N.A.,24,14
26/2/2024,3,SHATIN,5,20,18,N.A.,29,13
26/2/2024,4,SHATIN,5,20,17,N.A.,29,16
26/2/2024,5,SHATIN,4,20,17,N.A.,26,13
26/2/2024,6,SHATIN,4,20,17,N.A.,25,12
26/2/2024,7,SHATIN,5,26,22,N.A.,17,13
26/2/2024,8,SHATIN,5,36,28,N.A.,13,16
26/2/2024,9,SHATIN,5,34,25,N.A.,16,16
26/2/2024,10,SHATIN,5,56,32,N.A.,12,18
26/2/2024,11,SHATIN,6,59,30,N.A.,17,21
26/2/2024,12,SHATIN,7,45,26,N.A.,30,21
26/2/2024,13,SHATIN,5,26,18,N.A.,52,22
26/2/2024,14,SHATIN,5,24,18,N.A.,65,23
26/2/2024,15,SHATIN,5,26,19,N.A.,77,24
26/2/2024,16,SHATIN,5,21,16,N.A.,84,20
26/2/2024,17,SHATIN,5,22,18,N.A.,87,20
26/2/2024,18,SHATIN,4,22,20,N.A.,80,20
26/2/2024,19,SHATIN,4,19,17,N.A.,85,20
26/2/2024,20,SHATIN,4,15,13,N.A.,89,21
26/2/2024,21,SHATIN,4,15,12,N.A.,91,23
26/2/2024,22,SHATIN,4,15,13,N.A.,95,27
26/2/2024,23,SHATIN,4,24,21,N.A.,79,27
26/2/2024,24,SHATIN,4,32,29,N.A.,60,31
27/2/2024,1,SHATIN,5,54,49,N.A.,18,32
27/2/2024,2,SHATIN,5,58,49,N.A.,6,29
27/2/2024,3,SHATIN,5,51,41,N.A.,9,27
27/2/2024,4,SHATIN,N.A.,N.A.,N.A.,N.A.,N.A.,21
27/2/2024,5,SHATIN,5,22,19,N.A.,29,16
27/2/2024,6,SHATIN,4,15,13,N.A.,34,16
27/2/2024,7,SHATIN,4,28,21,N.A.,23,14
27/2/2024,8,SHATIN,5,27,21,N.A.,21,15
27/2/2024,9,SHATIN,5,36,24,N.A.,17,12
27/2/2024,10,SHATIN,5,35,22,N.A.,22,13
27/2/2024,11,SHATIN,4,29,18,N.A.,29,12
27/2/2024,12,SHATIN,4,28,17,N.A.,42,14
27/2/2024,13,SHATIN,4,22,16,N.A.,58,17
27/2/2024,14,SHATIN,5,23,17,N.A.,66,20
27/2/2024,15,SHATIN,5,23,17,N.A.,78,21
27/2/2024,16,SHATIN,5,18,14,N.A.,83,25
27/2/2024,17,SHATIN,4,17,14,N.A.,79,23
27/2/2024,18,SHATIN,4,21,18,N.A.,77,23
27/2/2024,19,SHATIN,4,21,19,N.A.,77,25
27/2/2024,20,SHATIN,4,19,17,N.A.,77,28
27/2/2024,21,SHATIN,4,18,16,N.A.,81,26
27/2/2024,22,SHATIN,5,15,13,N.A.,89,28
27/2/2024,23,SHATIN,4,17,14,N.A.,91,28
27/2/2024,24,SHATIN,4,13,11,N.A.,91,21
28/2/2024,1,SHATIN,4,11,9,N.A.,N.A.,15
28/2/2024,2,SHATIN,4,9,7,N.A.,92,16
28/2/2024,3,SHATIN,4,7,5,N.A.,93,13
28/2/2024,4,SHATIN,4,6,4,N.A.,94,11
28/2/2024,5,SHATIN,4,6,4,N.A.,92,9
28/2/2024,6,SHATIN,4,8,5,N.A.,88,11
28/2/2024,7,SHATIN,4,12,10,N.A.,82,13
28/2/2024,8,SHATIN,4,14,12,N.A.,79,13
28/2/2024,9,SHATIN,4,18,15,N.A.,75,14
28/2/2024,10,SHATIN,4,24,21,N.A.,70,15
28/2/2024,11,SHATIN,4,24,21,N.A.,72,14
28/2/2024,12,SHATIN,4,17,15,N.A.,79,12
28/2/2024,13,SHATIN,4,14,12,N.A.,87,16
28/2/2024,14,SHATIN,4,15,12,N.A.,91,15
28/2/2024,15,SHATIN,4,18,15,N.A.,94,16
28/2/2024,16,SHATIN,4,16,14,N.A.,100,17
28/2/2024,17,SHATIN,4,26,23,N.A.,91,18
28/2/2024,18,SHATIN,4,24,22,N.A.,93,19
28/2/2024,19,SHATIN,4,17,15,N.A.,100,16
28/2/2024,20,SHATIN,4,23,21,N.A.,90,13
28/2/2024,21,SHATIN,4,21,19,N.A.,91,14
28/2/2024,22,SHATIN,4,15,13,N.A.,93,15
28/2/2024,23,SHATIN,4,14,12,N.A.,93,14
